#{"t_start": 1763240285.0248914, "env_id": "LunarLander-v3"}
r,l,t
-28.581121,299,319.981915
-12.62324,325,320.128932
121.428659,1000,320.826715
-25.381059,299,321.165822
0.08182,326,321.33567
178.769168,1000,322.032368
90.134618,1000,322.718846
148.939176,1000,323.417148
129.129268,1000,324.099122
91.32948,1000,324.778132
106.768246,1000,325.483884
83.982171,1000,327.65285
109.643943,1000,328.35087
81.052215,1000,329.032508
147.818393,1000,329.757136
-57.309683,317,329.918655
-38.927851,379,330.092339
-10.134609,386,330.476488
-30.71876,291,330.618041
207.379171,590,331.084285
137.454475,570,331.376994
-49.621114,299,331.516423
160.128463,1000,332.223295
130.779441,1000,332.917912
115.675993,1000,333.608095
-32.188008,310,333.955932
150.127213,1000,335.562924
109.282525,1000,336.274611
133.865272,1000,336.973075
115.847049,1000,337.654131
-5.053143,308,337.823901
108.49649,1000,338.52804
132.459575,1000,339.226911
103.170473,1000,339.922448
210.897791,349,340.08687
169.528406,1000,340.78189
119.389924,1000,341.466382
177.920567,1000,343.541068
81.251621,1000,344.223998
199.615936,343,344.384318
116.369438,1000,345.082846
170.708541,1000,345.774961
114.915169,1000,346.481084
113.486874,1000,347.198707
128.197114,1000,347.877029
159.70822,1000,348.590169
36.625941,194,348.683459
-38.881149,196,348.96496
36.389923,215,349.090499
118.798707,1000,349.778578
-9.661644,207,349.877966
-37.200828,250,349.993338
124.394082,1000,351.888381
43.690112,209,351.983619
-20.454558,208,352.280288
190.851584,342,352.455179
-20.656028,222,352.556265
0.692237,227,352.666189
170.149945,347,353.025642
186.658361,1000,353.729704
-47.949081,253,353.85352
258.705827,239,353.966649
42.682631,185,354.052925
159.71058,1000,354.770544
-56.145553,214,355.06064
60.91531,234,355.181376
-39.585778,225,355.290772
112.320852,1000,355.979929
119.359316,1000,356.689876
192.28577,1000,357.390391
127.535263,1000,358.105034
166.466579,1000,359.461435
-32.812971,200,359.555728
35.259703,192,359.643484
20.662077,208,359.924767
159.424183,1000,360.448494
124.056798,1000,361.172488
215.706845,942,361.860991
-4.654447,226,362.144984
196.621984,403,362.369338
210.330546,285,362.505138
177.520552,323,362.844911
152.042237,1000,363.560542
32.537066,229,363.691049
160.926162,1000,364.385914
197.704044,537,364.653479
241.035639,314,364.986471
208.546467,375,365.184683
-23.584507,239,365.295712
159.681703,1000,365.998315
161.221281,1000,367.375112
170.036827,1000,368.066197
6.317422,210,368.159946
174.127391,1000,368.879744
35.891905,200,369.165183
-18.725794,177,369.262947
4.740706,219,369.37545
40.420273,215,369.475629
164.525805,1000,370.186933
-5.461941,238,370.295829
-10.100157,214,370.573971
-26.072641,211,370.685809
9.655099,193,370.781309
43.039977,165,370.867925
116.995606,1000,371.548015
225.862078,335,371.705487
210.411411,296,372.049663
148.454726,1000,372.738076
-0.728399,215,372.857284
231.102108,343,373.034228
14.753103,174,373.115126
22.685034,201,373.405016
-22.339713,221,373.528365
24.372464,233,374.538305
148.806517,1000,375.253643
138.934254,1000,375.952404
-4.587158,217,376.054434
139.611831,1000,376.753271
108.47751,1000,377.457912
-52.074746,235,377.566491
109.115583,1000,378.25725
117.943192,1000,378.961762
130.447343,1000,379.688081
13.901958,196,379.778367
41.191155,196,380.060218
27.550176,215,380.181973
221.514379,428,380.393169
138.569345,1000,381.092199
9.039486,213,381.195964
226.653765,446,382.672051
20.959312,221,382.775834
145.145599,1000,383.455968
147.20574,1000,384.173342
-55.563859,219,384.27509
219.671845,378,384.647022
120.183538,1000,385.33116
143.182298,1000,386.038786
100.339686,1000,386.744734
16.419772,260,386.885269
125.28779,1000,387.588425
123.039767,1000,388.289645
135.597878,1000,388.973381
-19.651792,272,389.10804
252.929807,305,389.250703
151.332866,1000,391.209263
213.628379,402,391.58683
51.080989,232,391.704075
-40.532673,275,391.831195
140.781976,1000,392.539227
141.257655,1000,393.240773
127.705652,1000,393.94217
230.091909,373,394.112607
116.220962,1000,394.816199
210.201284,423,395.215444
119.213375,1000,395.904846
138.639278,1000,396.606212
175.620975,1000,397.305451
41.280512,241,397.421005
3.434582,286,399.245335
126.809209,1000,399.943276
191.888185,423,400.356644
166.129737,1000,401.07906
150.832062,1000,401.771001
37.975937,263,401.903575
143.384474,1000,402.596668
-28.650198,237,402.70596
184.574514,1000,403.401082
237.390061,298,403.546449
133.226455,1000,404.282346
129.077021,1000,404.988
152.710562,1000,405.689972
195.064152,363,406.064247
122.899051,1000,407.795662
133.853519,1000,408.499621
177.640166,1000,409.213648
-2.518212,247,409.346349
123.943786,1000,410.060475
110.533975,1000,410.756622
115.452537,1000,411.441987
-45.722185,272,411.57653
193.240369,385,411.758964
-27.990786,240,412.069955
-51.151479,231,412.193003
-33.901546,270,412.324284
229.875904,783,412.926053
102.441176,1000,413.611765
204.020781,320,413.768739
92.640679,1000,415.937123
151.385504,1000,416.671287
107.314111,1000,417.380556
163.155231,1000,418.089776
189.980914,559,418.570435
119.255193,1000,419.256463
-85.598002,266,419.386127
174.317307,366,419.560506
189.417673,385,419.931987
145.397788,1000,420.616784
0.393513,189,420.721306
137.289265,1000,421.421467
-48.722086,214,421.526238
-36.382085,223,421.628327
21.135446,287,421.765365
114.681928,1000,422.454441
169.984851,1000,424.262751
113.659881,1000,424.962485
-39.011797,293,425.308174
90.600823,1000,426.009054
142.578221,1000,426.6903
80.342444,1000,427.396437
-27.915037,230,427.524962
88.319977,1000,428.229821
-14.2253,286,428.364986
-32.663105,234,428.474072
-41.426629,234,428.768044
199.814278,338,428.9501
117.285519,1000,429.688012
214.210818,349,429.86179
-46.840342,243,429.974295
81.130586,1000,431.773285
192.42124,372,432.154545
231.942418,353,432.32627
-67.186721,268,432.450763
135.636632,376,432.828839
162.529655,1000,433.524082
8.59205,295,433.673813
194.432052,761,434.250415
-26.191487,238,434.370226
237.223743,476,434.598068
164.029952,1000,435.293446
161.935278,1000,435.999101
199.61334,529,436.468855
163.196139,1000,437.177932
118.737372,1000,437.884912
206.457149,405,438.094783
218.269264,554,438.568897
155.205555,1000,440.771223
161.241436,1000,441.478297
152.554423,1000,442.176253
176.446345,717,442.531864
-54.985492,314,442.880266
129.27611,1000,443.594056
18.715205,226,443.709152
148.308743,1000,444.404528
193.096636,330,444.57344
103.850879,1000,445.261017
193.533602,316,445.602026
-32.083456,306,445.763743
118.457433,1000,446.464357
161.277229,1000,447.151139
112.876372,1000,449.236032
129.581878,1000,449.933049
154.558714,427,450.144578
-10.105387,249,450.256464
139.588389,1000,450.958233
157.098035,1000,451.661634
187.59802,335,452.019766
206.579523,335,452.191631
-20.256244,303,452.328618
105.530751,1000,453.043183
152.703889,1000,453.745573
126.67214,1000,454.440127
105.278001,1000,455.147393
133.345526,1000,457.280572
115.176535,1000,458.000515
106.149204,1000,458.707972
225.339837,449,459.101851
133.024402,1000,459.801959
101.76254,1000,460.484903
151.039463,1000,461.172217
104.676497,1000,461.674014
127.250187,1000,462.363558
149.278439,1000,463.062109
132.826785,1000,465.043315
99.237433,1000,465.719432
133.445646,1000,466.394909
148.853274,1000,467.080706
111.13141,1000,467.744651
121.777083,1000,468.419313
-24.093767,238,468.705677
130.359508,1000,469.371236
116.037149,1000,469.860509
103.47093,1000,470.550983
205.549837,475,470.985316
80.511418,1000,471.662441
156.241116,1000,473.610759
140.655945,1000,474.287694
128.037916,1000,474.97046
145.309494,1000,475.657262
104.364915,1000,476.327575
128.172616,1000,477.027121
116.551819,1000,477.707866
235.972407,729,478.05821
208.546962,480,478.485911
96.808448,1000,479.156029
127.769771,1000,479.852028
208.347925,571,481.357071
172.077235,504,481.797154
114.127631,1000,482.470392
-5.504116,342,482.625314
-20.648051,394,482.991789
93.319137,1000,483.683689
110.50684,1000,484.341841
117.528805,1000,485.023841
107.212066,1000,485.712785
116.9054,1000,486.393031
122.628945,1000,486.881036
132.196554,1000,487.531038
102.309352,1000,489.514371
71.887105,1000,490.178259
112.845783,1000,490.839639
-13.494555,310,491.165797
144.497097,1000,491.828633
93.047187,1000,492.488058
108.397698,1000,493.129057
96.665026,1000,493.774064
103.392446,1000,494.4314
150.074829,1000,495.0946
100.059317,1000,497.371719
126.409594,1000,498.02966
124.495642,1000,498.520664
121.759753,1000,499.20144
111.787548,1000,499.928544
103.361414,1000,500.654041
124.99264,1000,501.361487
115.002708,1000,502.035751
107.01632,1000,502.707604
135.094032,1000,503.395381
3.650471,334,503.731528
95.534743,1000,506.071597
217.052923,359,506.255829
127.58531,1000,506.948561
129.596631,1000,507.667616
83.762116,1000,508.355842
104.898505,1000,509.043414
115.172537,1000,509.746404
99.219803,1000,510.435712
123.689811,1000,511.138036
143.214314,1000,511.83634
97.895443,1000,512.513654
122.106112,1000,514.329622
7.331855,238,514.449524
-10.673348,346,514.612908
-25.986564,259,514.922238
128.919292,1000,515.590414
132.501895,1000,516.286214
134.134775,1000,516.79474
117.071045,1000,517.464761
1.742648,391,517.86916
118.158935,1000,518.558239
-9.019874,311,518.701464
103.499198,1000,519.384983
126.065704,1000,520.072937
238.119367,472,520.494015
-18.763956,214,521.799629
95.072825,1000,522.487546
121.323291,1000,523.186332
114.992112,1000,523.877295
123.732141,1000,524.576861
4.722897,291,524.722118
109.039503,1000,525.410358
141.27148,1000,526.090583
113.275588,1000,526.785289
138.835118,1000,527.471718
129.626426,1000,528.152791
120.561785,1000,529.633995
158.594512,1000,530.327325
113.668517,1000,531.004376
115.850415,1000,531.709394
132.68341,1000,532.432809
135.008175,1000,533.19475
97.143561,1000,533.918841
121.877807,1000,534.599221
123.052852,1000,535.289688
101.614279,1000,536.002041
210.197763,380,536.205505
141.192722,1000,537.855232
154.58527,1000,538.549463
132.153692,1000,539.244822
126.312228,1000,539.93433
139.695595,1000,540.626442
151.421056,1000,541.307792
122.969751,1000,542.011115
-8.37956,271,542.147952
147.358902,1000,542.843692
127.18375,1000,543.540575
159.63949,1000,544.226095
122.4594,1000,545.829214
120.843909,1000,546.507676
153.844087,1000,547.191454
151.076587,1000,547.898515
135.301217,1000,548.630647
-5.687726,232,548.746016
161.345892,1000,549.433425
143.498449,1000,550.185804
127.096624,1000,550.883287
-33.40165,251,551.0022
122.550188,1000,551.712111
231.288765,311,552.040463
117.461258,1000,553.472319
22.233131,226,553.596036
218.374773,557,553.873701
3.292675,273,554.19447
145.458509,1000,554.884154
-56.761051,249,555.022512
142.427275,1000,555.731189
148.844531,1000,556.43174
9.172209,251,556.56453
122.624174,1000,557.267753
159.039605,1000,557.950391
147.883128,1000,558.647829
162.764236,1000,559.342261
143.867979,1000,560.683274
150.437576,1000,561.373868
-9.987935,253,561.492514
211.452137,332,561.660352
119.211161,1000,562.399428
115.620206,1000,563.094183
102.768919,1000,563.785948
-17.543215,209,564.072201
103.209657,1000,564.852341
-25.275907,247,564.982492
141.421775,1000,565.65838
154.084989,1000,566.342577
100.125929,1000,567.036069
248.975997,402,567.233418
116.829433,1000,568.610648
154.473862,1000,569.273198
132.978596,1000,569.948397
109.152855,1000,570.639334
152.628466,1000,571.327039
134.253296,1000,572.036353
-27.469438,494,572.269457
116.48188,1000,572.96052
132.612678,1000,573.650363
200.375337,628,574.150808
127.676836,1000,574.901582
122.281841,1000,576.418726
-46.953473,350,576.581269
122.277801,1000,577.27765
149.619952,1000,577.954395
121.059252,1000,578.635523
-18.099439,404,579.019818
237.045013,785,579.413977
115.707482,1000,580.102366
131.551135,1000,580.790783
-8.961455,331,581.135805
161.229508,1000,581.821961
132.875668,1000,582.50108
172.828198,1000,583.950467
-20.087268,355,584.139623
135.248853,1000,584.81162
117.491559,1000,585.593427
128.101062,1000,586.317429
84.760089,1000,587.04571
159.347611,1000,587.73935
170.368062,1000,588.42199
126.474221,1000,589.090307
254.280871,462,589.312317
225.409795,718,589.838531
227.424106,592,590.112805
21.656311,431,591.122881
46.60095,195,591.212815
250.85391,827,591.775832
29.412548,260,591.897822
9.792027,193,591.988795
130.213605,1000,592.652596
225.618208,442,593.043589
264.128205,833,593.617588
155.146814,1000,594.278659
26.861507,277,594.415659
-5.726379,259,594.54268
255.843447,708,595.05166
234.309261,354,595.223734
21.311011,229,595.327668
242.201072,672,595.837667
134.285546,1000,596.508461
260.325704,446,596.717453
0.386626,172,596.972959
259.934128,486,597.206965
240.608361,367,598.03893
246.982595,355,598.399928
252.277106,377,598.593355
234.577164,830,599.170688
220.404906,335,599.326677
150.105018,1000,600.015351
260.273722,555,600.446337
254.615378,349,600.619509
241.284403,383,600.796166
22.040397,231,601.083154
35.731557,206,601.189162
242.020909,383,601.366169
19.405178,212,601.628163
254.40414,416,601.840048
243.127819,410,602.031062
271.536033,535,602.462397
214.932287,822,603.041181
258.478906,558,603.320183
250.073751,455,603.733179
287.606596,373,603.920186
19.831248,223,604.020181
-15.306084,219,604.121184
15.734165,235,604.408251
-35.584894,202,604.515802
258.308379,321,605.290112
264.339797,379,605.648447
-3.954447,245,605.779661
204.33104,713,606.114688
261.248684,415,606.492074
234.969925,302,606.631082
258.154968,370,606.971606
281.578019,785,607.368062
242.977654,856,607.956921
261.934171,341,608.112916
275.312222,371,608.475195
38.331853,294,608.612201
248.656665,380,608.782205
23.945635,197,609.05266
232.252904,312,609.207659
23.400466,233,609.315303
269.729493,282,609.446818
228.447632,289,609.780817
98.440297,1000,610.456943
105.0683,1000,611.126482
-12.834926,241,611.251561
225.385015,348,611.410689
219.551484,414,611.833383
257.220041,330,612.575644
226.675697,576,613.021642
226.57853,372,613.216639
34.951705,291,613.34964
244.783427,433,613.735295
223.14805,310,613.8923
18.462211,204,613.989304
128.833443,1000,614.653296
287.071778,424,615.035296
217.220215,388,615.226312
278.07842,343,615.381297
-7.253656,239,615.492301
260.067474,405,615.87793
245.266513,345,616.039922
242.816696,643,616.529414
256.91924,605,616.816411
204.682656,358,617.171687
248.625093,363,617.340691
264.210618,404,617.691682
250.672356,367,617.889276
-16.367156,209,617.983756
268.560342,333,618.136276
264.848982,290,618.454283
267.856031,300,618.601289
93.501328,1000,619.864283
247.002854,366,620.036283
39.10884,287,620.352784
253.451615,495,620.595786
258.514605,294,620.72778
253.222331,315,621.048784
261.804081,319,621.202849
276.879239,372,621.375788
47.390795,357,621.728777
217.450845,469,621.946964
242.748089,318,622.092957
246.324161,324,622.440459
244.027524,333,622.599463
268.076498,514,623.02187
111.208294,1000,623.704878
258.626694,352,623.876878
263.838089,348,624.037877
256.003992,294,624.343876
256.028414,366,624.539446
251.209986,368,624.706509
260.90851,502,625.17744
240.982087,396,625.35845
269.007827,416,625.71003
266.164141,370,625.895101
2.893305,226,625.998032
254.973749,390,626.954541
263.515609,313,627.123837
234.364994,316,627.272931
220.457812,338,627.428927
274.752335,583,627.942948
254.429088,304,628.08694
258.972127,349,628.458792
144.730602,553,628.747323
119.992016,1000,629.446548
253.429295,371,629.789542
246.365148,404,629.991957
231.446558,404,630.176957
244.308837,359,630.527956
259.071435,392,630.714964
233.371522,420,631.090636
247.161521,589,631.38264
254.929831,340,631.538645
253.027136,322,631.878633
232.998107,377,632.061635
248.476614,387,632.234643
230.606057,400,632.612634
222.507949,387,632.787641
224.758223,411,633.164937
4.697182,240,633.280937
238.990856,328,633.432943
219.853125,389,634.468602
243.276769,375,634.668672
241.279976,485,634.895606
266.737163,327,635.245939
237.851329,361,635.421185
210.197015,366,635.585171
250.937124,427,635.972406
293.974963,329,636.123425
249.370389,423,636.541613
257.456274,396,636.738909
236.247993,398,636.918839
245.644371,338,637.251244
243.228181,370,637.432227
267.661384,439,637.627009
234.037359,378,638.003163
31.321854,307,638.142173
258.947372,419,638.504241
233.111642,389,638.707552
216.527225,365,638.873553
248.114964,349,639.210548
24.39661,259,639.344068
275.759563,358,639.525856
252.517093,405,639.88472
265.330125,325,640.049502
250.842057,372,640.221507
262.872958,344,640.568502
244.910465,347,641.36878
248.793041,358,641.557038
272.816024,373,641.931409
264.22908,351,642.110415
258.623336,362,642.274409
254.180883,397,642.643412
285.127551,522,642.894411
248.292645,371,643.244418
239.651894,397,643.437918
284.677714,359,643.601924
239.422869,346,643.953426
248.360614,354,644.126935
284.879635,421,644.491936
219.027687,361,644.681934
255.892249,374,644.85094
180.811379,561,645.314195
228.25643,383,645.493203
272.33812,313,645.63831
228.173067,404,646.004818
237.42599,391,646.192127
279.334756,390,646.549786
249.724452,341,646.715795
248.574552,435,646.914848
242.267831,390,647.274794
2.322897,348,647.440794
250.028323,341,647.598792
212.202058,376,648.722815
172.861661,825,649.292037
199.267991,433,649.504095
260.637837,366,649.670036
29.799929,354,650.013122
216.768265,376,650.199253
260.476448,367,650.368717
232.133456,379,650.734759
247.626618,328,650.887762
197.658801,422,651.255759
268.435128,405,651.453768
264.776461,447,651.654759
90.796731,1000,652.317054
257.06399,357,652.662927
267.932857,368,652.835934
232.039741,343,652.993931
229.644253,365,653.347257
268.964358,386,653.531259
256.765196,368,653.698264
225.004861,326,654.038259
240.508912,341,654.196264
230.517863,329,654.349264
240.766691,377,654.717819
287.590314,340,654.879452
243.471871,324,655.028452
238.684175,365,656.026453
292.770332,337,656.177481
248.462898,368,656.507451
241.308893,396,656.701452
296.03993,315,656.853575
238.49068,392,657.211703
264.418331,371,657.397363
242.269836,343,657.559373
240.25339,343,657.89736
290.759022,362,658.078367
254.138348,365,658.244365
243.996827,445,658.640941
254.455566,348,658.805942
261.702674,410,659.161239
269.039232,400,659.374248
271.306875,421,659.571243
265.8645,514,659.995239
281.427249,569,660.265241
260.564834,373,660.621239
267.981175,424,660.845241
285.61454,336,660.998247
228.526044,379,661.379116
268.031588,382,661.557119
239.327687,368,661.904513
261.162973,359,662.081521
272.160442,393,662.882636
246.927033,364,663.259262
224.800001,360,663.442024
264.66341,313,663.589544
281.428442,409,663.961586
280.489519,324,664.120581
278.362316,470,664.516583
230.233902,407,664.730584
227.86737,414,664.918588
260.185352,343,665.25358
248.926952,377,665.448956
279.668124,346,665.619492
258.216675,509,666.038487
244.852975,364,666.201494
252.808684,365,666.548486
99.138403,1000,667.2224
282.145309,359,667.402406
251.746811,365,667.572417
287.076857,382,667.930192
282.080438,342,668.101183
267.02554,356,668.266189
237.240533,359,668.618236
239.795728,378,668.807243
254.301729,470,669.020239
226.454503,396,669.382235
274.492714,366,670.208287
247.96175,369,670.559289
259.727452,379,670.757286
240.512446,355,670.921113
254.524675,484,671.338105
112.767681,1000,671.997353
261.874091,429,672.206614
225.089533,343,672.575293
298.866502,491,672.825296
243.068594,369,672.990292
-8.072319,297,673.298556
21.206707,285,673.437556
237.700883,382,673.614609
240.953299,388,673.970556
239.778188,371,674.163555
265.043342,340,674.322296
254.94916,630,674.812233
271.932894,365,674.978298
253.509323,390,675.343064
273.503786,363,675.520072
271.587443,743,676.056226
249.580951,489,676.289232
241.679178,410,676.663963
178.307455,1000,677.942295
264.454651,440,678.157304
267.594105,814,678.750402
215.642071,373,678.92347
254.050602,389,679.268403
242.764498,380,679.463406
168.239976,1000,680.114481
266.320479,467,680.333467
232.864647,375,680.69803
246.854312,365,680.871768
265.648605,319,681.014761
240.479212,382,681.370753
28.73182,279,681.501755
237.069666,375,681.671829
255.899881,402,682.048182
218.619096,332,682.200245
236.582056,366,682.538183
58.343446,274,682.677181
285.496595,328,682.838095
275.747057,348,682.995399
284.443443,422,683.376395
235.215677,376,683.547401
258.906624,317,683.866407
40.216447,273,684.615425
260.013891,322,684.758418
244.131716,409,685.180825
261.070056,311,685.343825
240.154535,376,685.520836
274.967453,536,685.954216
245.521448,313,686.108222
270.528491,348,686.268217
272.952416,326,686.597216
240.627368,333,686.760224
263.040935,403,686.941687
270.0952,346,687.29199
251.602737,303,687.43598
267.987949,473,687.836099
255.01039,364,688.038103
284.610776,391,688.2161
249.199605,309,688.526098
236.733417,395,688.727105
244.631051,319,688.872115
210.883995,347,689.212096
235.57793,338,689.385893
268.162885,411,689.5734
224.787396,331,689.902776
248.16985,358,690.080784
228.15119,635,690.553776
274.798016,358,690.727781
267.204096,403,691.540158
-9.456179,282,691.856754
282.343087,332,692.02576
279.902183,344,692.18676
275.363237,326,692.51903
268.05187,343,692.692034
262.000611,380,692.865033
260.239046,365,693.210027
232.825502,366,693.384029
236.447267,349,693.544032
251.899849,398,693.934856
248.209113,492,694.169863
274.135552,354,694.510856
237.697565,361,694.697868
245.125573,336,694.850863
276.028375,333,695.170854
248.23564,387,695.368857
230.747544,385,695.549857
247.325035,340,695.888608
270.080702,395,696.089202
268.391133,323,696.232202
218.065129,363,696.62588
258.872681,335,696.789879
228.651317,339,696.941942
57.700828,251,697.23812
29.225635,273,697.373062
258.816831,337,697.530054
259.754816,319,697.855226
288.955347,328,698.036539
251.82632,363,698.817576
284.40996,311,699.145612
236.354611,341,699.317612
276.526874,342,699.481618
257.43834,362,699.81761
260.593866,437,700.038619
247.205819,329,700.191656
64.103852,272,700.496379
276.955416,312,700.662565
277.322463,325,700.813573
260.768487,378,701.149567
248.931425,334,701.313803
249.947596,325,701.464803
241.165366,345,701.794076
268.562931,355,701.971079
274.608065,344,702.135152
230.680548,313,702.457637
275.323188,346,702.633708
242.87685,383,702.810708
149.174415,1000,703.459214
250.794611,365,703.805211
299.870719,394,704.012283
262.058956,344,704.167274
28.32315,272,704.46224
261.683239,320,704.62894
240.062673,327,704.778466
267.288655,305,704.918474
259.586424,419,705.904844
258.563719,364,706.07183
285.539623,311,706.393821
242.784898,384,706.592129
262.526646,391,706.773148
70.457307,289,707.083334
253.941213,357,707.270335
266.567651,329,707.417341
26.34185,318,707.743583
239.393661,334,707.922614
248.867156,340,708.074542
14.693816,292,708.379951
256.134844,407,708.591951
163.773803,1000,709.301821
221.990156,394,709.483814
257.02611,359,709.826813
243.986102,359,710.003821
250.202871,340,710.158817
257.033657,345,710.50033
10.969516,293,710.646339
229.908066,387,710.823337
251.960369,375,711.170635
218.974958,344,711.335641
261.026598,358,711.501642
141.834265,1000,712.152639
263.708442,434,713.158635
238.295222,397,713.343565
219.490214,340,713.49756
28.386329,268,713.820098
293.780397,339,713.981039
280.035871,351,714.143046
19.174825,233,714.420056
255.484468,319,714.577302
141.384039,1000,715.248324
32.981097,297,715.389147
283.803115,344,715.712442
247.376752,377,715.898449
257.669389,337,716.052447
256.561459,345,716.390635
234.769006,355,716.568639
69.191856,242,716.672643
239.767533,471,717.063635
263.730582,458,717.288643
260.428386,364,717.450643
278.783389,688,717.975562
263.127438,403,718.156554
254.038094,324,718.500866
271.650496,373,718.673446
244.248347,334,718.827382
277.929868,340,719.17038
260.639654,423,719.367445
251.36907,394,720.362331
220.291489,345,720.537068
268.796383,345,720.695072
56.22843,282,721.005064
242.886262,366,721.193068
231.556516,339,721.347135
274.961812,358,721.697064
261.442312,354,721.883874
249.701157,372,722.057114
281.480919,372,722.462263
267.861547,302,722.611269
231.59201,292,722.74027
266.310391,375,723.101331
253.216653,344,723.280337
274.718473,381,723.450334
263.884995,336,723.786077
267.61728,356,723.966079
277.335784,337,724.120023
252.453718,346,724.46349
128.259689,1000,725.12749
13.556705,280,725.275699
259.068097,299,725.413623
245.425035,353,725.758615
265.29684,311,725.913614
253.876382,317,726.058701
262.756512,373,726.411006
245.412648,302,726.569007
255.833485,576,727.470001
290.530633,328,727.800993
257.013723,302,727.951001
273.665993,312,728.094002
265.671953,300,728.418881
235.00753,309,728.588871
219.312344,358,728.753878
274.76393,315,729.07287
261.098027,432,729.298552
259.435084,306,729.438551
284.939463,305,729.752549
270.524021,556,730.032554
258.629846,385,730.381546
274.265652,344,730.575831
271.99099,310,730.723358
255.734167,308,730.862355
260.387765,329,731.204347
267.928943,386,731.386347
262.603045,326,731.536355
271.852393,316,731.862348
-0.370042,260,731.984355
141.039348,1000,732.657397
235.64449,354,732.822261
239.948755,330,733.154262
250.376149,355,733.330258
252.700435,415,733.525319
268.11108,373,733.887255
41.199311,258,734.618573
247.894128,350,734.779565
271.171304,394,735.148153
243.980968,347,735.309156
288.373399,317,735.453158
269.009797,363,735.80215
259.651159,352,735.974158
250.759725,313,736.117158
246.37397,368,736.469251
259.609954,327,736.626257
253.283859,317,736.768259
234.59058,376,737.133212
244.15967,393,737.322223
276.39029,380,737.67521
233.502555,354,737.852704
246.197413,307,737.994708
275.898921,329,738.3087
267.10272,338,738.475702
289.665312,370,738.649792
273.688457,278,738.777709
262.681076,341,739.12886
300.150801,338,739.297513
257.483449,316,739.440576
260.135426,326,739.770504
268.900516,282,739.909503
268.261355,503,740.313503
296.901459,304,740.466505
263.199725,317,740.61951
274.656287,413,740.983504
277.379905,376,741.725717
237.437957,341,741.881714
222.062907,406,742.236703
278.021408,337,742.402716
245.210595,327,742.550709
273.751963,320,742.872702
238.936648,302,743.019704
230.667459,328,743.170711
268.13401,369,743.527446
287.598506,319,743.696607
298.982377,304,743.838606
281.161791,408,744.204606
255.507441,357,744.386614
285.688332,404,744.573606
288.255048,345,744.903613
285.592847,338,745.07168
271.937823,314,745.211675
267.479647,464,745.607606
290.912523,423,745.810086
279.949923,315,745.955081
281.971976,354,746.321078
308.709392,317,746.473078
294.913913,591,746.970288
249.697414,357,747.141287
152.959377,1000,747.819983
282.101551,548,748.829703
287.630239,741,749.200704
234.110328,306,749.51671
274.265995,489,749.757705
286.845422,336,749.908711
250.74221,336,750.246741
263.70418,379,750.431741
285.883124,351,750.608746
277.909354,349,750.966947
253.151658,357,751.138954
263.524502,416,751.491088
245.537806,324,751.656161
266.462212,372,751.825162
249.219793,377,752.186831
217.12783,336,752.361151
278.963938,326,752.511139
272.659487,310,752.832131
251.507563,358,753.0246
284.826287,349,753.1826
219.564505,393,753.545649
261.835142,319,753.707657
232.277882,454,753.917657
268.085126,311,754.230649
260.31808,370,754.423526
270.135934,334,754.579073
280.624061,288,754.930075
285.218881,357,755.118299
293.851467,313,755.8408
241.655375,356,756.180757
235.819029,374,756.371767
247.416929,356,756.543758
295.751912,410,756.91233
266.096098,309,757.061341
284.425023,314,757.205416
234.975416,330,757.545338
272.658788,444,757.767341
148.147206,1000,758.427345
255.788278,364,758.592337
234.527868,373,758.953264
248.116917,344,759.115926
271.226978,320,759.259927
277.608721,406,759.687537
249.333035,378,759.864537
253.546574,357,760.19605
277.671768,334,760.36533
242.422448,325,760.513251
230.383263,313,760.851313
283.280663,366,761.049729
237.573808,325,761.195727
237.85895,342,761.514761
236.611236,340,761.690294
210.949672,363,761.862297
263.36757,368,762.202298
283.938604,325,762.368296
272.691629,322,763.143112
253.406155,354,763.480274
250.211462,339,763.649277
242.599096,369,763.821276
264.687112,338,764.157273
227.676305,332,764.330534
246.939192,353,764.490533
294.217775,325,764.813531
158.767519,1000,765.487781
222.770114,319,765.654787
278.342893,323,765.805784
152.992263,1000,766.455278
267.397647,327,766.602117
241.047445,311,766.925111
233.663309,328,767.080186
261.27725,400,767.264451
292.832799,339,767.60341
258.578967,324,767.75686
237.044835,331,767.908857
217.38739,341,768.245427
254.352397,329,768.40643
250.3507,321,768.554435
217.737053,411,768.927435
286.114179,327,769.078436
225.2119,379,769.251431
276.280901,379,770.169675
263.739192,363,770.334674
246.329319,324,770.660833
288.168042,342,770.830268
259.180412,309,770.971275
277.349783,299,771.109278
271.339969,325,771.44927
288.480083,276,771.579276
242.693968,390,771.75889
281.107693,351,772.15597
243.436422,360,772.319978
257.659744,314,772.464984
264.620411,321,772.795972
236.969472,356,772.964982
276.620048,533,773.402861
38.885746,210,773.507864
44.568305,269,773.63387
252.271915,356,773.80002
275.956504,378,774.155385
275.240816,375,774.332387
281.241374,333,774.483387
229.192282,322,774.827387
294.255276,313,774.9714
252.464084,307,775.114393
223.427215,334,775.455555
261.150546,330,775.615558
100.821669,1000,776.282185
234.320009,291,776.413177
49.257383,282,777.283193
230.101961,350,777.447181
265.509308,344,777.605183
256.726516,337,777.941492
259.83999,309,778.096418
271.572344,352,778.267377
273.952978,289,778.575365
263.940881,307,778.733362
263.758366,359,778.90137
248.654603,303,779.03937
