#{"t_start": 1763241969.2923694, "env_id": "LunarLander-v3"}
r,l,t
-76.657763,627,220.788701
85.189754,1000,221.419575
59.950526,1000,222.034575
-75.813194,379,222.382459
-45.295635,234,222.496467
125.703058,1000,223.118467
-40.751739,291,223.243467
206.132194,445,223.613906
-61.273585,471,223.835398
165.461488,470,224.20439
-33.501023,320,224.351531
208.627311,469,224.556233
-95.000987,409,224.90473
81.757527,1000,225.535762
88.743051,1000,226.17302
67.78468,1000,226.790941
117.094156,1000,227.419941
88.405177,1000,228.067539
132.545575,1000,228.689606
98.191899,1000,229.303542
94.92594,1000,229.934864
173.729159,718,230.261382
66.614149,1000,232.440621
99.863266,1000,233.071623
124.415794,1000,233.69485
81.631324,1000,234.327755
85.350494,1000,234.950761
87.441956,1000,235.569279
90.302037,1000,236.186281
48.335456,1000,236.815361
-96.939954,664,237.265353
106.601115,1000,237.902857
-69.776203,462,238.110867
85.339882,1000,238.741794
-64.352196,554,239.182431
169.736408,789,239.564891
72.716461,1000,240.186891
94.102264,1000,240.828392
99.326906,1000,241.471391
95.029211,1000,242.090427
-33.264659,458,242.460419
74.838511,1000,243.094801
237.937521,721,243.415811
102.92498,1000,244.038887
91.854909,1000,244.662887
93.890433,1000,245.296666
108.431175,1000,245.904664
56.468128,1000,246.5319
102.970145,1000,247.171963
-48.402427,334,247.484065
-79.481544,434,249.061586
66.348769,1000,249.688174
124.310447,1000,250.317174
99.727826,1000,250.943201
-53.030945,404,251.11019
87.1869,1000,251.7476
148.376355,611,252.214645
56.195743,1000,252.837464
54.713475,1000,253.452467
-43.845605,286,253.57646
-52.124583,421,253.927567
-69.767178,344,254.091568
-4.4396,435,254.279578
187.180063,659,254.755569
-28.04383,362,254.909569
-71.911,314,255.201569
115.7895,1000,255.83436
146.439957,1000,256.463309
131.884773,1000,257.087314
-13.628844,273,257.215309
196.645491,424,257.39837
179.017786,404,257.740676
117.626325,1000,258.374964
122.391699,1000,258.992964
106.852283,1000,259.610964
121.392966,1000,260.235805
107.762004,1000,260.881002
213.455274,624,261.182318
115.348518,1000,261.875857
2.256244,360,262.200849
77.521081,1000,262.672559
125.043595,1000,263.288557
-14.470404,310,263.59955
120.5111,1000,264.22055
164.24733,432,265.666752
129.234657,1000,266.283751
3.906105,382,266.607299
-30.190708,348,266.778488
223.09748,427,266.975488
190.07432,544,267.398486
120.23044,1000,268.020922
13.164264,379,268.191395
130.065617,1000,268.83252
104.210862,1000,269.451263
87.324251,1000,270.084628
121.739259,1000,270.708624
118.497492,1000,271.35447
148.908275,1000,271.97947
93.196168,1000,272.601761
141.912201,1000,273.232421
109.58411,1000,273.856524
148.633427,1000,274.496526
89.121921,1000,275.12559
122.958849,1000,275.770381
110.903266,1000,276.393613
137.879819,1000,277.009058
229.917192,456,277.213067
119.319583,1000,277.85823
111.071091,1000,278.479226
102.656178,1000,279.100226
17.178442,404,279.428219
113.16949,1000,280.051658
140.4901,1000,280.672673
127.439223,1000,281.297662
101.645161,1000,283.275251
35.750222,427,283.643862
125.728986,1000,284.290595
100.159847,1000,284.91959
89.318543,1000,285.54148
134.015434,1000,286.176809
121.853301,1000,286.84758
130.160299,1000,287.480577
125.166336,1000,288.117573
130.092511,1000,288.744146
122.578305,1000,289.364569
88.824425,1000,289.985568
211.462595,901,290.560477
104.993542,1000,291.180634
-3.042735,298,291.322634
140.132026,1000,291.959633
133.51504,1000,292.585634
34.462032,301,292.723531
136.953104,1000,293.358929
124.126714,1000,293.973875
28.84261,325,294.109939
97.658366,1000,294.728714
117.188324,1000,295.361879
139.562016,1000,295.984881
94.325823,1000,296.594901
131.611166,1000,297.237928
119.662465,1000,297.859038
121.230153,1000,299.963948
130.845482,1000,300.586954
151.019753,1000,301.201954
137.6649,1000,301.833609
129.803105,1000,302.459867
121.728228,1000,303.087874
242.269854,968,303.722169
115.914446,1000,304.357368
108.106973,1000,304.965374
93.000369,1000,305.590143
95.824997,1000,306.218321
193.448388,561,306.46225
-48.200704,325,306.785755
107.742431,1000,307.404751
115.222287,1000,308.033773
126.587471,1000,308.655773
146.72357,1000,309.275332
99.009452,1000,309.885333
152.145389,1000,310.516426
131.401714,1000,311.136425
161.503626,1000,311.77693
155.425567,1000,312.412397
120.11212,1000,313.038397
74.434976,1000,313.660397
129.98403,1000,314.284905
157.934835,1000,314.754354
103.620828,1000,316.92136
113.541824,1000,317.546602
111.204899,1000,318.185594
136.638128,1000,318.807786
162.506068,1000,319.428791
126.753493,1000,320.061786
104.080622,1000,320.699443
110.074139,1000,321.31953
224.577772,442,321.693523
119.107607,1000,322.329968
158.444449,1000,322.947257
90.23696,1000,323.56252
83.610461,1000,324.17652
123.133983,1000,324.777521
119.664115,1000,325.385188
123.511514,1000,326.012697
132.60641,1000,326.6347
124.518519,1000,327.274486
87.594399,1000,327.736207
106.357181,1000,328.367201
148.827122,1000,329.006262
152.275099,1000,329.651487
89.974638,1000,330.303426
21.286124,319,330.637304
96.247733,1000,331.276304
136.090184,1000,331.931532
124.73843,1000,332.564532
92.356502,1000,334.372865
114.555128,1000,335.009956
151.767173,1000,335.62823
135.816749,1000,336.255663
103.660006,1000,336.87966
138.916258,1000,337.337729
104.543966,1000,337.963732
131.706542,1000,338.609911
105.400482,1000,339.219911
167.381144,1000,339.825911
100.158218,1000,340.451358
123.804104,1000,341.071354
-45.606959,394,341.409353
-35.213355,375,341.579352
115.794199,1000,342.218889
-43.55582,400,342.397464
82.512254,1000,343.047998
128.4322,1000,343.674991
132.886725,1000,344.290436
92.350874,1000,344.923502
-43.817354,315,345.228496
158.604788,1000,345.853284
92.239574,1000,346.473279
134.73031,1000,347.092611
159.903923,1000,347.700631
125.913907,1000,348.313632
128.028306,1000,348.954779
111.718523,1000,350.49663
166.287107,451,350.720636
157.327645,1000,351.348987
145.529673,1000,351.968517
-9.766991,412,352.143522
122.568137,1000,352.767522
134.625885,1000,353.403847
0.777742,335,353.705898
129.830978,1000,354.326897
118.932023,1000,354.958897
147.288648,1000,355.591846
126.311877,1000,356.207054
127.364283,1000,356.658539
128.575797,1000,357.272547
119.121825,1000,357.908703
105.322241,1000,358.535709
114.3388,1000,359.163325
110.41148,1000,359.790519
99.481995,1000,360.402625
154.643638,1000,361.027621
99.18248,1000,361.668619
140.476503,1000,362.315969
144.184182,1000,362.939407
80.432058,1000,363.559413
99.071396,1000,364.201872
-42.940648,403,364.535864
141.658256,1000,365.142864
144.430188,1000,365.766883
114.289202,1000,367.417866
126.537671,1000,367.882376
97.286454,1000,368.502914
160.681665,1000,369.13141
141.598856,1000,369.748481
124.077499,1000,370.370405
76.464897,1000,371.005416
120.377348,1000,371.628417
98.449517,1000,372.25563
101.358995,1000,372.896768
109.354566,1000,373.53876
15.722865,392,373.922035
89.846178,1000,374.564033
109.21143,1000,375.188944
-17.541264,400,375.373021
113.038508,1000,376.009154
-10.254696,327,376.147153
115.356149,1000,376.767152
125.270653,1000,377.396279
-25.278522,338,377.709265
91.113369,1000,378.333264
141.755489,1000,378.950268
105.295932,1000,379.572277
138.30888,1000,380.203277
140.691115,1000,380.66328
100.995976,1000,381.30428
107.342347,1000,381.927094
-14.988338,386,382.277097
111.736023,1000,383.77724
245.365216,822,384.31824
241.15996,765,384.665255
157.867855,1000,385.299242
180.828588,1000,385.930511
134.369938,1000,386.540446
129.663902,1000,387.1649
177.632503,1000,387.780956
117.435482,1000,388.415183
28.365653,314,388.545181
153.996273,1000,389.15868
132.422885,1000,389.788688
167.520871,1000,390.426548
126.523876,1000,391.074583
151.391178,1000,391.728575
152.036958,1000,392.396277
143.969786,1000,393.053342
118.617777,1000,393.682276
118.657171,1000,394.297281
142.439524,1000,394.917239
157.577838,1000,395.537227
199.547377,913,396.114235
148.205221,1000,396.736874
110.764912,1000,397.367944
233.741594,851,397.922858
113.552218,1000,398.538859
224.156915,531,398.773552
125.147587,1000,400.305478
135.947732,1000,400.936596
30.464251,279,401.257107
227.704783,442,401.488609
10.802632,322,401.632609
102.396592,1000,402.301265
44.389103,312,402.615257
239.55424,739,402.943265
120.424558,1000,403.568955
117.650319,1000,404.183577
20.049337,389,404.525568
120.932308,1000,405.165236
103.159326,1000,405.794627
234.093663,801,406.154634
240.195703,602,406.604635
214.162748,441,406.794634
283.343465,445,407.161625
-23.018995,381,407.334539
127.981638,1000,407.947527
240.423583,665,408.407527
128.92616,1000,409.026528
267.092921,436,409.213527
75.393994,1000,409.858201
259.685046,705,410.348204
224.613518,443,410.534205
279.6564,369,410.884196
194.663517,507,411.106204
45.419411,383,411.432196
248.775332,516,411.681676
136.224991,1000,412.299623
270.27391,504,412.681619
225.376713,565,412.938635
254.704348,412,413.28266
197.682251,566,413.549678
105.639227,1000,414.185969
13.893829,356,414.338971
30.730833,384,414.674963
248.900354,461,414.876969
111.300756,1000,416.437528
82.810967,1000,417.077532
249.688911,547,417.48852
248.276345,426,417.675522
255.463782,957,418.294782
272.236914,432,418.650774
253.667156,396,418.857542
248.887708,447,419.047542
13.111593,328,419.35454
66.201483,280,419.485548
191.378911,572,419.887541
247.866296,419,420.087553
2.726719,300,420.21655
221.920848,453,420.588021
120.36822,1000,421.220022
225.164843,438,421.425025
213.853175,436,421.613026
236.074043,429,421.96402
218.011215,393,422.133028
265.564765,487,422.533876
21.595647,351,422.699461
259.711585,533,423.090452
231.169588,413,423.29052
231.604795,722,423.777451
251.843848,488,423.998461
242.935134,402,424.34345
268.419393,338,424.502458
157.406842,1000,425.128905
281.016649,353,425.283897
120.595087,1000,425.927908
269.181657,524,426.327897
225.563293,503,426.554907
243.771925,587,426.992492
246.018212,404,427.171505
7.465228,304,427.3025
229.367248,525,427.718503
242.861927,532,428.096492
102.771895,1000,428.551558
-3.486198,381,428.887492
242.246619,398,429.068522
259.515499,385,429.400639
267.486693,460,429.606646
235.37385,527,429.996671
243.065456,411,430.187742
225.497472,469,430.38867
225.129108,397,430.757825
273.865503,576,431.011827
241.933299,457,431.401777
224.323977,478,432.402695
231.113473,425,432.76269
228.220071,516,432.993698
255.774667,497,433.384341
234.320464,388,433.565045
207.965884,406,433.900977
240.105335,444,434.109059
1.736083,364,434.267985
216.479325,415,434.618979
229.469814,440,434.822985
194.013463,443,435.178977
5.838766,416,435.371978
102.960941,1000,435.989717
203.898988,444,436.17565
219.236881,427,436.540649
193.26802,580,436.802721
214.629302,464,437.182715
274.268074,429,437.373735
224.619236,437,437.74473
132.182754,1000,438.358728
251.763723,992,438.969728
223.794597,438,439.178736
259.457641,551,439.581728
276.908992,413,439.786728
250.189132,458,439.982293
12.308217,278,440.263293
234.126452,432,440.459302
233.631518,349,440.609292
-2.394701,241,440.883292
266.851484,652,441.177294
138.93672,1000,441.793448
23.013333,347,442.120487
-12.179522,351,442.285495
220.558851,424,442.471496
257.909793,407,442.8288
240.630077,433,443.022798
239.386811,372,443.343798
105.515482,1000,443.964798
14.71742,335,444.140953
247.462842,426,444.326259
261.889453,455,444.687732
14.297165,331,444.832732
262.89536,381,444.992732
239.123627,408,445.358728
242.369929,403,445.536734
-1.733291,254,445.645784
250.63694,464,446.05681
25.926993,307,446.191811
218.919367,432,446.560253
226.976573,381,446.734314
210.026191,547,447.129253
3.183782,320,447.282253
7.282476,349,447.434261
233.95354,384,447.780253
231.201058,386,448.763757
248.198712,402,448.934757
242.951448,342,449.257754
-2.360679,305,449.40076
252.60574,485,449.607761
253.892015,505,450.013762
237.67264,365,450.169763
-10.655706,282,450.449754
28.609479,293,450.592233
-22.507464,298,450.726818
27.591672,381,451.048267
22.37783,343,451.21526
244.085576,410,451.393268
227.142026,457,451.762264
48.648003,288,451.898272
132.456864,1000,452.523271
231.33157,485,452.729269
35.15427,284,453.035115
225.491269,403,453.212111
232.939168,396,453.542107
1.289244,342,453.702105
30.768167,300,453.832111
31.795261,356,453.980111
255.284066,993,454.662298
243.383338,437,455.050748
222.657967,517,455.276281
245.23614,405,455.628276
24.146192,302,455.769282
197.246736,434,455.961759
216.173345,375,456.323694
221.883883,395,456.495713
210.927348,408,456.859694
235.975146,426,457.051696
285.500615,446,457.407756
5.084294,327,457.571754
-14.772992,310,457.709766
243.161737,399,458.035755
26.1033,282,458.169071
-19.783027,257,458.290132
251.267369,357,458.442077
29.977401,267,458.722072
282.499026,459,458.934072
133.763344,1000,459.572901
219.112878,395,459.739902
212.915651,377,460.085901
225.687718,359,460.248907
226.739528,325,460.388968
-1.77774,280,460.682899
258.761912,444,460.883909
236.009736,411,461.229899
78.986154,1000,461.863642
29.032358,298,462.004642
227.272201,393,462.175146
229.072482,388,462.562532
1.203834,216,462.667531
248.17484,651,462.955651
231.836971,390,463.312213
52.378749,278,463.433218
4.232686,289,463.555283
271.174532,362,463.904016
212.202446,400,464.895095
217.630984,324,465.038095
255.62735,324,465.356086
214.517902,368,465.516147
231.413882,361,465.834473
223.126022,541,466.09461
131.867556,1000,466.715605
259.56577,356,466.866605
-19.902692,254,467.141603
267.111769,521,467.391605
5.344869,278,467.507605
233.849781,483,467.900604
234.364933,366,468.068435
271.131948,364,468.412442
93.093049,1000,469.045436
276.225758,341,469.203435
47.005315,254,469.316436
284.739377,505,469.700164
31.851742,281,469.845238
66.659751,287,469.96917
270.587183,429,470.314515
35.22296,246,470.430514
-11.691259,250,470.540578
-20.788905,257,470.648514
228.843328,306,470.936514
247.756325,389,471.120513
253.417155,468,471.32052
229.028949,659,471.78052
227.192993,324,471.918519
63.689726,171,472.163757
14.560241,272,472.299932
18.656779,231,472.400642
243.077182,373,472.563662
235.845315,400,472.909647
263.26343,311,473.052913
-47.581847,237,473.154912
244.16113,361,473.483012
306.116843,351,473.65028
-7.839674,252,473.760281
254.673894,381,474.091278
24.5841,282,474.22228
34.355522,276,474.34228
223.215529,333,474.651337
-15.207626,241,474.763335
307.42483,280,474.893341
231.741393,340,475.039341
222.245552,305,475.331335
281.788126,312,475.477407
233.582816,325,475.619343
30.50362,219,475.873335
253.520028,336,476.036335
41.76954,238,476.145343
-10.225692,190,476.227338
18.510132,259,476.500411
58.895887,301,476.660932
38.424922,265,476.781521
267.248737,743,477.295614
51.176097,242,477.404621
239.988007,394,477.577624
22.38657,236,477.841192
134.103855,1000,478.465192
25.413492,225,478.574193
32.782164,263,478.698195
245.722703,319,478.841416
29.128456,183,479.112259
42.860632,246,479.243124
23.508161,239,479.353446
-40.662311,267,479.472452
238.645785,374,479.828859
247.473804,537,480.070867
3.200241,214,480.160932
256.234837,317,481.001725
193.74249,365,481.161008
54.093441,278,481.280995
259.275806,384,481.615993
53.801813,225,481.732999
280.712773,319,481.869995
95.931778,1000,482.488991
281.194162,366,482.823989
23.582835,265,482.94699
-10.601628,228,483.045997
125.178846,1000,483.675772
-24.532806,221,483.769772
-22.372854,206,483.856784
45.321518,241,484.13877
29.476542,290,484.271771
282.543077,317,484.40577
271.58903,338,484.711767
17.626763,220,484.814769
22.020073,267,484.931773
64.713632,229,485.028772
191.818654,334,485.359323
47.868028,251,485.480844
292.302723,339,485.628841
260.323076,320,485.923833
-3.141021,207,486.018833
281.96657,321,486.162849
61.41936,258,486.275833
291.540152,309,486.575833
218.526501,436,486.779842
257.421637,331,486.918843
210.398218,300,487.224833
53.107881,231,487.331068
-21.199835,264,487.449381
30.592921,211,487.540601
-16.680102,193,487.791038
-15.711882,247,487.912038
221.821403,315,488.054049
282.828808,376,488.214049
-7.127945,199,488.454042
49.403205,203,488.550482
-29.615513,192,488.635487
57.578189,275,488.751485
33.896877,279,489.023917
254.492444,319,489.168913
59.17158,276,489.288922
234.08715,452,489.662753
11.687762,252,489.781987
253.942206,353,489.939993
-25.064807,211,490.028993
261.943054,331,490.333987
122.345373,1000,490.948988
65.48679,231,491.053218
233.811914,336,491.19622
240.097354,318,491.49421
90.953595,1000,492.125047
-3.021491,273,492.260117
105.402353,1000,492.89237
224.932973,328,493.037477
220.026134,339,493.183474
108.006043,1000,493.832475
-20.808237,273,494.125672
38.80854,217,494.227672
-17.499558,267,494.341744
9.519866,220,494.437683
-3.147003,216,494.687672
208.858661,549,494.94868
221.867524,453,495.308674
-8.370303,233,495.415672
122.255177,1000,496.045673
62.199747,221,496.740552
273.42056,314,496.875557
279.235429,372,497.201548
105.490596,1000,497.836049
253.075857,358,498.004057
242.436511,301,498.132053
30.475769,253,498.409816
-23.349494,234,498.527817
13.426869,273,498.65488
-58.146939,241,498.758817
225.369649,389,499.100832
206.2281,821,499.476819
292.096815,331,499.805903
-65.317194,253,499.926828
-13.458964,131,499.984823
-1.016583,275,500.101815
-37.9954,225,500.358817
273.194688,311,500.521956
107.948189,1000,501.148472
239.633152,346,501.297472
-34.547934,259,501.406471
140.378188,1000,502.031471
-15.330757,234,502.301555
-57.986102,251,502.418566
16.389264,274,502.532557
-27.735585,245,502.645267
8.173867,195,502.900139
241.943527,482,503.1302
-19.427552,253,503.240154
161.093472,792,503.782144
200.237253,670,504.239136
54.778331,1000,504.875226
218.332817,384,505.043234
17.239195,199,505.129233
65.641793,334,505.438227
-15.305855,253,505.556227
213.187395,352,505.711239
-33.249023,264,505.989125
-3.065304,211,506.095124
225.478789,391,506.278134
285.968996,340,506.423133
269.017809,332,506.757127
234.757524,341,506.929668
-16.217757,248,507.037988
12.336689,207,507.281984
-48.601297,266,507.408982
74.818118,1000,508.040983
227.998207,427,508.22899
-49.821753,254,508.335993
-42.691427,258,508.614982
97.777424,1000,509.26394
217.996959,376,509.44594
-35.444416,278,509.563881
191.782297,343,509.881875
241.440209,549,510.139941
178.755927,376,510.461872
231.148679,305,510.608051
44.987824,235,510.713117
-25.641503,239,510.813057
23.813605,271,511.100049
-29.588318,256,511.226362
-22.858591,262,511.34621
53.071906,292,511.470225
241.995906,299,511.772213
50.558183,307,511.914706
222.531318,458,512.73781
22.112536,278,513.03381
225.231332,301,513.177824
230.656256,329,513.322816
264.961603,329,513.647895
231.820146,378,513.835904
18.181087,264,513.946918
38.489898,260,514.057903
237.463615,353,514.389086
-6.982287,252,514.500086
-27.097285,285,514.621086
260.772294,320,514.932084
20.912391,314,515.082093
297.675243,331,515.243092
-38.403846,307,515.548278
257.794773,429,515.74824
69.053168,327,515.888179
52.054363,297,516.177171
9.661467,291,516.319174
133.47675,1000,516.933171
13.509198,254,517.041172
-12.12173,324,517.182183
144.345121,1000,517.815123
246.871542,482,518.275903
288.898287,358,518.43312
271.547129,402,518.767118
222.025166,399,518.957129
27.36611,230,519.055129
278.99483,420,519.395405
37.190953,263,519.51449
-26.0995,259,519.629278
233.320319,386,519.971826
252.547696,497,520.202412
2.710276,242,520.30542
230.659409,497,520.698529
232.992809,391,520.87753
281.710141,375,521.035598
34.296919,283,521.334893
-8.073031,237,521.446896
18.802431,254,521.553902
19.662227,258,521.820894
241.415846,354,522.000262
16.272147,257,522.116878
51.403573,281,522.237712
267.620159,332,522.56432
273.560255,399,522.760256
109.108754,1000,523.399479
217.257711,388,523.56448
233.957512,430,523.943122
255.02708,424,524.12604
248.679123,355,524.462781
256.874299,310,524.608854
243.585675,351,524.762794
263.531595,338,525.070785
237.480772,558,525.336791
241.01592,365,525.645781
246.033351,405,525.838783
250.343118,360,525.996792
261.29509,452,526.352783
204.887686,757,526.708436
246.648875,359,527.05143
45.379603,332,527.203438
230.298592,333,527.346438
221.935584,418,527.711432
35.249415,291,527.837438
119.530113,1000,529.112768
210.405328,384,529.279831
50.005413,215,529.541276
210.976516,332,529.698288
47.151883,243,529.801272
235.623806,403,530.139275
15.579542,276,530.266272
23.026667,238,530.370274
26.38082,283,530.48828
40.316086,323,530.80731
232.532383,361,530.977504
256.696654,361,531.130511
232.499242,364,531.476503
234.041807,422,531.659505
222.933119,466,532.028588
244.28486,392,532.221968
224.506277,330,532.366964
249.872461,412,532.719711
230.020938,409,532.907143
217.908746,424,533.253892
78.021326,1000,533.874896
251.776262,453,534.091897
159.622532,1000,534.733897
242.296925,450,534.925897
114.658308,1000,535.557098
275.43594,396,535.908082
260.12552,368,536.071091
228.087325,375,536.394082
247.596696,432,536.610083
243.01238,357,536.76409
299.866158,355,537.086085
261.192249,398,537.281193
-6.178348,270,537.397476
258.688902,385,537.727158
238.646601,462,537.942173
-13.931822,305,538.071159
7.122263,380,538.403861
264.861029,488,538.617867
196.531443,478,538.991858
268.295705,349,539.143866
111.414847,1000,539.779097
233.79466,376,539.939097
261.070455,492,540.327089
216.884099,413,540.501091
246.258882,423,540.862091
223.107937,427,541.055092
258.140654,586,541.470092
268.361092,387,541.657265
238.971336,572,542.07725
227.689477,420,542.274257
252.257847,425,542.456256
235.867757,374,542.804925
134.482538,1000,543.427929
278.07285,452,543.627933
219.715119,471,544.002244
239.375971,413,544.186244
-20.438007,398,545.136755
252.262688,483,545.530777
259.514888,548,545.768776
216.463055,410,546.138577
244.724765,394,546.314955
250.627143,431,546.67695
244.843813,444,546.876955
251.436871,433,547.223951
250.014599,446,547.434957
238.391359,450,547.635952
237.195411,457,548.042294
225.500311,452,548.241706
260.203878,416,548.594697
244.678352,462,548.804706
241.69721,443,549.162697
216.050468,477,549.392708
217.835186,484,549.754697
-33.787345,386,549.930699
225.413185,464,550.128108
144.797914,1000,550.746384
246.17801,523,551.152378
228.263617,439,551.350388
251.14752,464,551.72344
224.678861,438,551.922447
136.14268,1000,552.55111
258.122357,386,552.8844
233.314475,872,553.288392
243.663938,513,553.68639
205.167575,565,553.936399
248.958255,478,554.310386
271.503412,391,554.478389
264.848798,416,554.831612
228.473571,461,555.046621
255.570675,435,555.392611
266.655728,444,555.598617
245.647732,437,555.782621
230.597973,551,556.216621
233.808029,431,556.402618
252.768939,524,556.815754
217.504397,449,557.007759
230.366199,465,557.377753
225.750251,444,557.572759
250.423627,409,557.912751
276.72402,358,558.07876
34.503391,337,558.221759
-15.812037,392,558.552751
248.48923,622,558.838797
213.825474,424,559.197897
276.597364,430,559.3939
268.696205,486,559.769904
218.472591,403,559.961962
287.462046,305,560.089906
250.323294,404,561.101841
242.720411,430,561.287386
240.7189,397,561.457386
238.914965,355,561.803379
91.170925,1000,562.422381
231.045573,438,562.614444
219.00501,409,562.967842
216.689259,588,563.237523
251.052166,357,563.571316
224.777782,462,563.788316
198.216493,446,563.977323
232.302365,523,564.375974
204.177616,382,564.539909
223.162114,417,564.89591
230.070082,404,565.075968
243.976517,386,565.402725
-4.85667,335,565.56691
234.627564,493,565.779918
263.656443,429,566.139189
262.136248,396,566.319423
14.805509,332,566.458423
264.623452,446,566.833417
225.19454,492,567.045419
262.108763,393,567.393426
241.339081,367,567.562957
247.364445,401,567.73413
221.889938,429,568.098131
220.354101,440,568.29013
223.140204,478,568.70563
269.244704,469,568.912642
210.330742,411,569.26263
264.002619,465,569.476637
249.819033,415,569.826624
210.624316,400,570.014643
225.417208,454,570.206583
268.365786,386,570.545574
252.02132,501,570.770574
23.744202,308,571.058573
207.886633,608,571.331572
243.212842,471,571.707024
236.331676,457,571.938001
260.117402,403,572.109544
231.128397,461,572.496533
31.57044,367,572.657534
244.507853,462,573.040932
229.198415,585,573.313929
238.084477,557,573.724926
263.388529,520,573.952946
271.682579,451,574.33059
261.423777,396,574.508586
205.586783,418,574.851583
234.854033,445,575.058067
252.362611,403,575.231059
221.123066,424,575.589059
2.643779,392,575.76406
274.125693,362,576.079316
258.639019,459,576.303875
244.868326,458,577.5526
220.406607,395,577.912753
264.646181,465,578.117756
240.753311,461,578.526238
228.393431,487,578.745247
256.89159,364,579.057756
275.906684,465,579.280757
275.416241,407,579.453754
263.317126,403,579.803132
31.060326,327,579.951133
277.948373,407,580.124136
222.308071,435,580.500134
273.850331,409,580.677953
229.119169,421,581.031945
262.117473,381,581.206947
252.533498,405,581.537027
278.466596,456,581.764016
37.873611,326,581.899956
154.721636,1000,582.521676
242.827809,374,582.852323
238.900849,445,583.066396
218.611268,429,583.251328
233.948781,414,583.621762
250.167925,442,583.815693
265.3644,451,584.19285
241.662497,396,584.370857
281.731102,555,584.76485
168.396282,1000,585.395604
249.265435,477,585.611603
279.745679,807,586.144605
256.526459,418,586.325611
257.095039,399,586.663141
230.429769,487,586.877144
243.92406,461,587.243423
229.470545,537,587.490434
211.244102,433,587.829423
263.651738,385,588.01281
119.954969,1000,588.633738
205.957958,405,588.806738
239.019611,483,589.190322
243.35971,373,589.358661
261.473419,419,589.692806
249.933526,445,589.901811
291.311989,375,590.059816
259.726038,391,590.429877
276.108776,400,590.614187
263.182387,449,590.968122
214.91294,454,591.182127
222.431606,367,591.343608
231.02877,430,591.709481
227.291321,396,591.88455
254.846849,462,592.241482
285.422737,426,592.436826
231.032349,485,593.563454
245.925167,497,593.801631
236.290074,437,593.985637
210.217584,450,594.363569
229.96997,457,594.557576
278.250522,400,594.89058
248.573687,429,595.083587
225.80835,461,595.43158
245.064051,388,595.615582
205.980884,458,595.819245
258.271348,372,596.145746
228.371148,399,596.322757
234.985986,448,596.680341
239.829369,378,596.861344
55.03204,324,596.998347
249.293248,399,597.325339
254.254669,438,597.520347
241.10056,373,597.681347
218.944426,393,598.043183
239.990823,548,598.281197
103.332038,1000,598.922262
279.44467,333,599.239258
242.805498,355,599.407256
246.222229,395,599.590253
247.031512,410,599.95218
279.497558,345,600.108078
97.737864,1000,600.746839
253.460473,435,601.100839
261.748875,382,601.280847
137.867444,1000,601.918912
225.075039,383,602.094841
259.692518,377,602.438482
265.126844,353,602.600488
260.330952,414,602.782485
262.302095,353,603.120484
265.394154,410,603.305547
221.908124,402,603.631728
284.59561,405,603.833741
277.340351,378,603.994736
233.682346,379,604.326571
263.423133,397,604.511206
236.466855,400,604.6782
279.745901,380,605.017195
238.475812,371,605.1812
214.707664,381,605.495195
274.834974,318,605.651197
255.329126,379,605.81821
210.634841,367,606.150197
240.157654,404,606.348033
251.081125,389,606.517911
272.621533,366,606.861275
250.00674,425,607.058275
271.376293,370,607.215275
245.213654,412,607.590289
240.182589,405,607.763283
215.438139,529,608.174272
267.334816,500,608.395274
217.438726,344,608.708739
274.309958,367,609.518896
259.436867,353,609.670897
218.03493,376,610.00389
255.506966,338,610.161953
255.717972,352,610.311896
241.928646,369,610.6539
256.508278,329,610.804901
283.535436,333,610.955894
276.821708,358,611.281343
278.075682,378,611.452351
222.144181,385,611.614365
226.691366,404,611.981495
250.536678,383,612.145508
233.946648,424,612.502647
230.102407,379,612.677706
273.963743,460,612.873655
138.744055,1000,613.514102
250.525037,437,613.865511
221.558553,420,614.045512
273.39949,367,614.364511
243.788168,394,614.545588
257.022847,388,614.708512
239.440841,509,615.172125
241.920206,465,615.372396
226.830423,420,615.728394
250.945988,518,615.954458
201.276409,424,616.329393
246.014547,425,616.522401
232.916622,417,616.860393
275.098975,384,617.039885
215.223553,412,617.214893
208.717507,452,617.592563
226.342821,421,617.778563
284.329016,336,617.921563
215.72268,429,618.292569
235.896692,479,618.495563
260.754808,449,618.868563
276.368132,474,619.072487
218.551862,411,619.403476
245.44703,381,619.58923
263.049428,480,619.954751
241.575682,451,620.173755
278.492531,684,620.632748
215.731178,601,620.904816
231.866581,535,621.308748
261.701457,378,621.48182
237.572224,414,621.824814
236.206085,419,622.026821
223.767856,419,622.207819
230.30506,431,622.589045
233.395568,419,622.781039
256.960139,424,623.158619
260.777958,454,623.373631
248.484917,410,623.549621
250.490681,420,623.926697
14.187573,384,624.097815
238.515299,404,624.458813
269.574655,376,624.648962
238.636223,417,625.620828
210.451606,441,626.012663
219.866258,431,626.210461
235.543605,438,626.568453
220.115509,400,626.756519
272.8201,377,626.91512
203.876563,424,627.276123
97.085643,1000,627.89812
49.541067,296,628.032183
249.57553,424,628.215993
53.779261,344,628.552551
263.276743,429,628.738558
250.046221,756,629.236557
242.550776,447,629.427557
242.282503,439,629.799943
251.60785,386,629.971956
237.868827,446,630.332606
250.427644,395,630.517892
239.294526,414,630.692898
231.003158,475,631.070964
255.62259,428,631.259955
218.007714,409,631.620892
